,Date,Home Score,Home Team,Line,Line ,Visitor,Visitor Score
14714,09/09/2000,59.0,Rutgers,24.5,,Buffalo,0.0
14715,09/09/2000,55.0,Florida,39.5,,Middle Tennessee,0.0
14716,09/09/2000,19.0,U-C-F, ,,Northwestern St(LA),7.0
14717,09/09/2000,17.0,Maryland,10.0,,Temple,10.0
14718,09/09/2000,24.0,California,-1.5,,Utah,21.0
14719,09/09/2000,21.0,Iowa,7.5,,Western Michigan,27.0
14720,09/09/2000,34.0,Connecticut, ,,Colgate,7.0
14721,09/09/2000,21.0,South Carolina,-10.0,,Georgia,10.0
14722,09/09/2000,52.0,Louisville, ,,Grambling,0.0
14723,09/09/2000,13.0,Texas Tech,30.5,,North Texas,7.0
14724,09/09/2000,26.0,Tulsa,-13.5,,Oklahoma State,36.0
14725,09/09/2000,51.0,Toledo, ,,Weber State,0.0
14726,09/09/2000,51.0,Texas A+M,14.5,,Wyoming,3.0
14727,09/09/2000,45.0,Oklahoma,32.0,,Arkansas State,7.0
14728,09/09/2000,24.0,U.C.L.A.,14.5,,Fresno State,21.0
14729,09/09/2000,52.0,Northern Illinois, ,,Illinois State,0.0
14730,09/09/2000,17.0,Southern Cal,7.0,,Colorado,14.0
14731,09/09/2000,21.0,Georgia Tech,-22.0,,Florida State,26.0
14732,09/09/2000,28.0,Louisiana State,12.5,,Houston,13.0
14733,09/09/2000,28.0,Memphis,17.5,,UL-Monroe,0.0
14734,09/09/2000,20.0,New Mexico,-9.0,,Oregon State,28.0
14735,09/09/2000,13.0,San Diego State,-7.0,,Illinois,49.0
14736,09/09/2000,42.0,Boise State, ,,Northern Iowa,17.0
14737,09/09/2000,37.0,UTEP,-2.5,,S-M-U,20.0
14738,09/09/2000,30.0,Utah State, ,,Southern Utah,14.0
14739,09/09/2000,27.0,Stanford,18.0,,San Jose State,40.0
14740,09/09/2000,17.0,Arizona,-5.5,,Ohio State,27.0
14741,09/09/2000,20.0,Hawaii, ,,Portland State,45.0
14742,09/14/2000,28.0,Brigham Young,-1.0,,Mississippi State,44.0
14743,09/16/2000,37.0,East Carolina,20.5,,Tulane,17.0
14744,09/16/2000,30.0,West Virginia,9.5,,Maryland,17.0
14745,09/16/2000,41.0,Texas Christian,12.5,,Northwestern,14.0
14746,09/16/2000,49.0,Virginia Tech,34.5,,Rutgers,0.0
14747,09/16/2000,0.0,Alabama,6.0,,Southern Miss,21.0
14748,09/16/2000,17.0,Illinois,14.5,,California,15.0
14749,09/16/2000,14.0,Iowa,-2.5,,Iowa State,24.0
14750,09/16/2000,27.0,Ohio State,23.0,,Miami-Ohio,16.0
14751,09/16/2000,9.0,Baylor,-8.5,,Minnesota,34.0
14752,09/16/2000,7.0,Vanderbilt,-4.0,,Mississippi,12.0
14753,09/16/2000,23.0,Notre Dame,-6.0,,Purdue,21.0
14754,09/16/2000,41.0,Kentucky,3.5,,Indiana,34.0
14755,09/16/2000,34.0,Auburn,7.0,,Louisiana State,17.0
14756,09/16/2000,28.0,Wisconsin,14.0,,Cincinnati,25.0
14757,09/16/2000,23.0,Tennessee,-3.0,,Florida,27.0
14758,09/16/2000,23.0,U.C.L.A.,-5.0,,Michigan,20.0
14759,09/16/2000,40.0,Georgia Tech,16.0,,Navy,13.0
14760,09/16/2000,63.0,Florida State,25.0,,North Carolina,14.0
14761,09/16/2000,12.0,Pittsburgh,-6.0,,Penn State,0.0
14762,09/16/2000,14.0,Colorado,3.5,,Washington,17.0
14763,09/16/2000,55.0,Clemson,32.0,,Wake Forest,7.0
14764,09/16/2000,31.0,Wyoming,13.0,,Central Michigan,10.0
14765,09/16/2000,31.0,Temple,9.0,,Bowling Green,14.0
14766,09/16/2000,56.0,Western Michigan, ,,Indiana State,0.0
14767,09/16/2000,10.0,Duke,-20.0,,Virginia,26.0
14768,09/16/2000,20.0,Kent State, ,,Youngstown State,26.0
14769,09/16/2000,42.0,Oregon,21.0,,Idaho,13.0
14770,09/16/2000,31.0,Louisiana Tech, ,,Stephen F Austin,34.0
14771,09/16/2000,38.0,Arkansas,13.5,,Boise State,31.0
14772,09/16/2000,35.0,Akron,-2.0,,U-C-F,24.0
14773,09/16/2000,21.0,Buffalo,-14.0,,Connecticut,24.0
14774,09/16/2000,31.0,Toledo, ,,Eastern Illinois,26.0
14775,09/16/2000,41.0,South Carolina,23.0,,Eastern Michigan,6.0
14776,09/16/2000,10.0,Missouri,-11.0,,Michigan State,13.0
14777,09/16/2000,17.0,Arkansas State,-7.0,,Memphis,19.0
14778,09/16/2000,44.0,Middle Tennessee, ,,Murray State,28.0
14779,09/16/2000,27.0,UL-Monroe, ,,Nicholls State,21.0
14780,09/16/2000,41.0,No Carolina State,9.5,,S-M-U,0.0
14781,09/16/2000,26.0,Texas Tech,32.0,,UL-Lafayette,0.0
14782,09/16/2000,52.0,Ohio, ,,Tennessee Tech,14.0
14783,09/16/2000,23.0,Kansas,9.5,,U-A-B,20.0
14784,09/16/2000,76.0,Kansas State,45.5,,Ball State,0.0
14785,09/16/2000,23.0,Oklahoma State, ,,Texas State,0.0
14786,09/16/2000,16.0,Rice,9.5,,Tulsa,23.0
14787,09/16/2000,45.0,Texas A+M,24.5,,UTEP,17.0
14788,09/16/2000,21.0,Utah,10.0,,Washington State,38.0
14789,09/16/2000,31.0,Houston,14.0,,Army,30.0
14790,09/16/2000,13.0,New Mexico State,3.5,,New Mexico,16.0
14791,09/16/2000,47.0,San Jose State, ,,Southern Utah,7.0
14792,09/16/2000,13.0,Arizona State,-4.0,,Colorado State,10.0
14793,09/16/2000,38.0,Nevada-Las Vegas,15.0,,North Texas,0.0
14794,09/16/2000,17.0,Arizona,17.0,,San Diego State,3.0
14795,09/16/2000,27.0,Stanford,-13.0,,Texas,24.0
14796,09/21/2000,30.0,No Carolina State,2.5,,Georgia Tech,23.0
14797,09/23/2000,48.0,Boston College,19.5,,Navy,7.0
14798,09/23/2000,27.0,Michigan State,4.5,,Notre Dame,21.0
14799,09/23/2000,34.0,East Carolina,4.5,,Syracuse,17.0
14800,09/23/2000,38.0,Purdue,13.5,,Minnesota,24.0
14801,09/23/2000,44.0,Wisconsin,16.5,,Northwestern,47.0
14802,09/23/2000,23.0,South Carolina,1.5,,Mississippi State,19.0
14803,09/23/2000,10.0,Central Michigan,-10.5,,Boise State,47.0
14804,09/23/2000,16.0,Army,-6.5,,Memphis,26.0
14805,09/23/2000,37.0,Georgia,29.0,,New Mexico State,0.0
14806,09/23/2000,42.0,Nebraska,41.5,,Iowa,13.0
14807,09/23/2000,27.0,Connecticut, ,,Northeastern,35.0
14808,09/23/2000,20.0,Ohio,7.5,,Akron,23.0
14809,09/23/2000,45.0,Miami-Ohio,22.5,,Kent State,14.0
14810,09/23/2000,55.0,Kansas State,52.0,,North Texas,10.0
14811,09/23/2000,42.0,Oklahoma,33.0,,Rice,14.0
14812,09/23/2000,10.0,Brigham Young,9.5,,Nevada-Las Vegas,7.0
14813,09/23/2000,10.0,Virginia,-9.5,,Clemson,31.0
14814,09/23/2000,59.0,Florida,22.0,,Kentucky,31.0
14815,09/23/2000,10.0,West Virginia,-7.0,,Miami-Florida,47.0
14816,09/23/2000,45.0,Ohio State,11.0,,Penn State,6.0
14817,09/23/2000,29.0,Pittsburgh,19.0,,Rutgers,17.0
14818,09/23/2000,29.0,Oregon,3.0,,U.C.L.A.,10.0
14819,09/23/2000,70.0,Tennessee,36.5,,UL-Monroe,3.0
14820,09/23/2000,34.0,Washington State,11.0,,Idaho,38.0
14821,09/23/2000,49.0,Temple,15.0,,Eastern Michigan,40.0
14822,09/23/2000,31.0,Florida State,34.0,,Louisville,0.0
14823,09/23/2000,20.0,North Carolina,3.0,,Marshall,15.0
14824,09/23/2000,45.0,Maryland,21.0,,Middle Tennessee,27.0
14825,09/23/2000,21.0,Western Michigan,-2.0,,Toledo,14.0
14826,09/23/2000,52.0,U-C-F, ,,William + Mary,7.0
14827,09/23/2000,35.0,Oregon State,16.0,,San Diego State,3.0
14828,09/23/2000,34.0,Southern Cal,22.0,,San Jose State,24.0
14829,09/23/2000,14.0,Utah,2.5,,Air Force,23.0
14830,09/23/2000,20.0,Buffalo,-21.5,,Bowling Green,17.0
14831,09/23/2000,42.0,Indiana,5.0,,Cincinnati,6.0
14832,09/23/2000,26.0,Vanderbilt,17.0,,Duke,7.0
14833,09/23/2000,48.0,Texas,24.0,,Houston,0.0
14834,09/23/2000,22.0,Tulsa,6.5,,Louisiana Tech,10.0
14835,09/23/2000,31.0,Auburn,26.0,,Northern Illinois,14.0
14836,09/23/2000,28.0,Baylor, ,,South Florida,13.0
14837,09/23/2000,42.0,Kansas, ,,Southern Illinois,0.0
14838,09/23/2000,17.0,S-M-U,1.5,,Tulane,29.0
14839,09/23/2000,52.0,Texas Christian,26.5,,Arkansas State,3.0
14840,09/23/2000,31.0,Illinois,-7.0,,Michigan,35.0
14841,09/23/2000,35.0,New Mexico, ,,Northern Arizona,28.0
14842,09/23/2000,21.0,UL-Lafayette, ,,Northwestern St(LA),23.0
14843,09/23/2000,6.0,Oklahoma State,-6.5,,Southern Miss,28.0
14844,09/23/2000,10.0,Louisiana State,16.0,,U-A-B,13.0
14845,09/23/2000,28.0,Arkansas,-2.5,,Alabama,21.0
14846,09/23/2000,28.0,Wyoming,20.5,,Nevada-Reno,35.0
14847,09/23/2000,39.0,UTEP,8.5,,Hawaii,7.0
14848,09/23/2000,44.0,Arizona State,21.5,,Utah State,20.0
14849,09/23/2000,17.0,Fresno State,2.5,,California,3.0
14850,09/28/2000,24.0,Temple,-6.0,,West Virginia,29.0
14851,09/28/2000,7.0,Maryland,-29.0,,Florida State,59.0
14852,09/30/2000,22.0,Duke,-36.0,,Clemson,52.0
14853,09/30/2000,44.0,Minnesota,0.0,,Illinois,10.0
14854,09/30/2000,22.0,Penn State,-13.0,,Purdue,20.0
14855,09/30/2000,0.0,Navy,-27.0,,Texas Christian,24.0
14856,09/30/2000,34.0,Boston College,-14.0,,Virginia Tech,48.0
14857,09/30/2000,13.0,Michigan,7.5,,Wisconsin,10.0
14858,09/30/2000,17.0,Michigan State,12.0,,Northwestern,37.0
14859,09/30/2000,10.0,Wake Forest,-17.0,,Virginia,27.0
14860,09/30/2000,10.0,Eastern Michigan,-6.0,,U-C-F,31.0
14861,09/30/2000,28.0,North Carolina,3.0,,Georgia Tech,42.0
14862,09/30/2000,23.0,Western Michigan,5.5,,Ohio,10.0
14863,09/30/2000,41.0,Louisville,31.0,,Connecticut,22.0
14864,09/30/2000,14.0,Ball State,-10.5,,Northern Illinois,43.0
14865,09/30/2000,33.0,Texas A+M,15.5,,Texas Tech,15.0
14866,09/30/2000,33.0,Auburn,14.0,,Vanderbilt,0.0
14867,09/30/2000,34.0,Oklahoma,23.5,,Kansas,16.0
14868,09/30/2000,42.0,Nebraska,34.0,,Missouri,24.0
14869,09/30/2000,42.0,Texas,20.0,,Oklahoma State,7.0
14870,09/30/2000,47.0,Mississippi State,-7.5,,Florida,35.0
14871,09/30/2000,29.0,San Jose State,7.5,,Rice,16.0
14872,09/30/2000,27.0,Alabama,7.0,,South Carolina,17.0
14873,09/30/2000,47.0,U-A-B,22.5,,UL-Lafayette,2.0
14874,09/30/2000,23.0,Oregon,3.0,,Washington,16.0
14875,09/30/2000,14.0,Nevada-Reno,-16.0,,Colorado State,45.0
14876,09/30/2000,3.0,Stanford,2.5,,Arizona,27.0
14877,09/30/2000,21.0,Colorado,-7.0,,Kansas State,44.0
14878,09/30/2000,14.0,Utah State,-12.5,,Utah,35.0
14879,09/30/2000,17.0,California,6.5,,Washington State,21.0
14880,09/30/2000,11.0,Kent State,4.5,,Bowling Green,18.0
14881,09/30/2000,24.0,Tulane,3.0,,Cincinnati,19.0
14882,09/30/2000,45.0,New Mexico,-3.5,,Wyoming,10.0
14883,09/30/2000,31.0,Oregon State,-5.5,,Southern Cal,21.0
14884,09/30/2000,34.0,Nevada-Las Vegas,-5.0,,Air Force,13.0
14885,09/30/2000,47.0,Marshall,43.0,,Buffalo,14.0
14886,09/30/2000,41.0,Toledo,22.0,,Central Michigan,0.0
14887,09/30/2000,7.0,Arkansas,-3.5,,Georgia,38.0
14888,09/30/2000,17.0,Baylor,-12.0,,Iowa State,31.0
14889,09/30/2000,45.0,Indiana,14.0,,Iowa,33.0
14890,09/30/2000,35.0,Mississippi,7.0,,Kentucky,17.0
14891,09/30/2000,24.0,Southern Miss,16.5,,Memphis,3.0
14892,09/30/2000,37.0,Akron,-5.5,,Miami-Ohio,20.0
14893,09/30/2000,27.0,Arkansas State, ,,Richmond,30.0
14894,09/30/2000,7.0,UL-Monroe, ,,Texas State,27.0
14895,09/30/2000,6.0,Rutgers,-30.5,,Miami-Florida,64.0
14896,09/30/2000,42.0,Syracuse,7.5,,Brigham Young,14.0
14897,09/30/2000,38.0,Louisiana State,-9.0,,Tennessee,31.0
14898,09/30/2000,17.0,Houston,10.5,,S-M-U,15.0
14899,09/30/2000,56.0,Idaho, ,,Montana State,7.0
14900,09/30/2000,41.0,UTEP,12.5,,New Mexico State,31.0
14901,09/30/2000,38.0,U.C.L.A.,8.5,,Arizona State,31.0
14902,09/30/2000,14.0,Hawaii,-3.5,,Tulsa,24.0
14903,10/05/2000,24.0,Rice,-8.0,,Fresno State,27.0
14904,10/05/2000,10.0,Marshall,7.5,,Western Michigan,30.0
14905,10/05/2000,41.0,North Texas, ,,Samford,6.0
14906,10/06/2000,38.0,Brigham Young,17.5,,Utah State,14.0
14907,10/07/2000,55.0,Boston College,29.0,,Connecticut,3.0
14908,10/07/2000,27.0,Miami-Florida,-6.0,,Florida State,24.0
14909,10/07/2000,41.0,Texas Christian,37.0,,Hawaii,21.0
14910,10/07/2000,25.0,Minnesota,6.5,,Penn State,16.0
14911,10/07/2000,24.0,Syracuse,6.5,,Pittsburgh,17.0
14912,10/07/2000,52.0,Northwestern,5.0,,Indiana,33.0
14913,10/07/2000,32.0,Purdue,1.5,,Michigan,31.0
14914,10/07/2000,21.0,Iowa,-9.5,,Michigan State,16.0
14915,10/07/2000,24.0,Missouri,3.0,,Oklahoma State,10.0
14916,10/07/2000,31.0,Virginia,10.5,,Maryland,24.0
14917,10/07/2000,34.0,Clemson,21.0,,No Carolina State,27.0
14918,10/07/2000,10.0,Wake Forest,-11.0,,Vanderbilt,17.0
14919,10/07/2000,48.0,Cincinnati,4.5,,Houston,31.0
14920,10/07/2000,28.0,West Virginia,12.0,,Idaho,16.0
14921,10/07/2000,21.0,Central Michigan,4.5,,Kent State,24.0
14922,10/07/2000,27.0,Air Force,16.5,,Navy,13.0
14923,10/07/2000,35.0,Virginia Tech,31.0,,Temple,13.0
14924,10/07/2000,21.0,Bowling Green,-8.5,,Akron,27.0
14925,10/07/2000,17.0,Mississippi State,1.0,,Auburn,10.0
14926,10/07/2000,35.0,Mississippi,26.0,,Arkansas State,10.0
14927,10/07/2000,10.0,Miami-Ohio,28.0,,Ball State,15.0
14928,10/07/2000,19.0,Texas A+M,7.5,,Colorado,26.0
14929,10/07/2000,27.0,Iowa State,-16.0,,Nebraska,49.0
14930,10/07/2000,7.0,Wisconsin,-1.5,,Ohio State,23.0
14931,10/07/2000,40.0,Northern Illinois,4.0,,U-C-F,20.0
14932,10/07/2000,20.0,Notre Dame,11.5,,Stanford,14.0
14933,10/07/2000,13.0,Kansas,-23.0,,Kansas State,52.0
14934,10/07/2000,17.0,U-A-B,2.5,,Louisville,38.0
14935,10/07/2000,14.0,Texas,3.0,,Oklahoma,63.0
14936,10/07/2000,41.0,Florida,15.0,,Louisiana State,9.0
14937,10/07/2000,14.0,Eastern Michigan,-17.5,,Toledo,42.0
14938,10/07/2000,42.0,Washington State,-2.5,,Boise State,35.0
14939,10/07/2000,37.0,UL-Lafayette,-19.5,,Tulane,38.0
14940,10/07/2000,17.0,Colorado State,17.5,,New Mexico,14.0
14941,10/07/2000,15.0,Southern Cal,6.5,,Arizona,31.0
14942,10/07/2000,30.0,Arizona State,7.0,,California,10.0
14943,10/07/2000,28.0,Texas Tech,20.0,,Baylor,0.0
14944,10/07/2000,42.0,Ohio,31.0,,Buffalo,20.0
14945,10/07/2000,49.0,Middle Tennessee,-2.0,,Louisiana Tech,21.0
14946,10/07/2000,52.0,Arkansas,34.5,,UL-Monroe,6.0
14947,10/07/2000,17.0,Kentucky,-2.0,,South Carolina,20.0
14948,10/07/2000,0.0,Wyoming,4.5,,San Diego State,34.0
14949,10/07/2000,41.0,Southern Miss, ,,South Florida,7.0
14950,10/07/2000,10.0,S-M-U,-2.5,,San Jose State,35.0
14951,10/07/2000,21.0,Georgia,4.5,,Tennessee,10.0
14952,10/07/2000,7.0,Tulsa,-3.0,,UTEP,40.0
14953,10/07/2000,42.0,New Mexico State,3.5,,Army,23.0
14954,10/07/2000,17.0,Memphis,-6.5,,East Carolina,10.0
14955,10/07/2000,38.0,Nevada-Las Vegas,22.0,,Nevada-Reno,7.0
14956,10/07/2000,33.0,Washington,10.0,,Oregon State,30.0
14957,10/12/2000,48.0,Virginia Tech,21.0,,West Virginia,20.0
14958,10/14/2000,42.0,East Carolina,24.0,,Army,21.0
14959,10/14/2000,14.0,Navy,-20.5,,Notre Dame,45.0
14960,10/14/2000,28.0,Northwestern,-4.0,,Purdue,41.0
14961,10/14/2000,20.0,Boston College,-1.0,,Syracuse,13.0
14962,10/14/2000,14.0,Rutgers,-7.0,,Temple,48.0
14963,10/14/2000,31.0,Illinois,12.5,,Iowa,0.0
14964,10/14/2000,35.0,Clemson,29.0,,Maryland,14.0
14965,10/14/2000,17.0,Ohio State,11.5,,Minnesota,29.0
14966,10/14/2000,52.0,Georgia Tech,24.5,,Wake Forest,20.0
14967,10/14/2000,27.0,South Carolina,5.0,,Arkansas,7.0
14968,10/14/2000,20.0,North Carolina,2.0,,No Carolina State,38.0
14969,10/14/2000,24.0,Miami-Ohio,15.0,,Bowling Green,10.0
14970,10/14/2000,38.0,Louisville,5.5,,Cincinnati,24.0
14971,10/14/2000,33.0,Ball State,6.5,,Eastern Michigan,14.0
14972,10/14/2000,7.0,Kent State,-11.0,,Ohio,44.0
14973,10/14/2000,0.0,Baylor,-25.5,,Texas A+M,24.0
14974,10/14/2000,34.0,Wyoming,-14.5,,Air Force,51.0
14975,10/14/2000,31.0,Kansas State,10.0,,Oklahoma,41.0
14976,10/14/2000,20.0,Colorado State,6.0,,Nevada-Las Vegas,19.0
14977,10/14/2000,58.0,Michigan,16.5,,Indiana,0.0
14978,10/14/2000,13.0,U-A-B,-3.0,,Memphis,9.0
14979,10/14/2000,45.0,Alabama,4.5,,Mississippi,7.0
14980,10/14/2000,17.0,Southern Cal,-2.0,,Oregon,28.0
14981,10/14/2000,24.0,Tulane,-15.0,,Southern Miss,56.0
14982,10/14/2000,46.0,California,-11.0,,U.C.L.A.,38.0
14983,10/14/2000,12.0,North Texas,-2.5,,Utah State,17.0
14984,10/14/2000,29.0,Georgia,20.5,,Vanderbilt,19.0
14985,10/14/2000,10.0,Michigan State,-2.5,,Wisconsin,17.0
14986,10/14/2000,38.0,Florida,9.5,,Auburn,7.0
14987,10/14/2000,38.0,Oregon State,9.0,,Stanford,6.0
14988,10/14/2000,7.0,San Diego State,-7.0,,Utah,21.0
14989,10/14/2000,15.0,Arizona State,-5.5,,Washington,21.0
14990,10/14/2000,41.0,Boise State, ,,Eastern Washington,23.0
14991,10/14/2000,63.0,Florida State,47.5,,Duke,14.0
14992,10/14/2000,26.0,Oklahoma State,-5.5,,Iowa State,33.0
14993,10/14/2000,17.0,Missouri,6.5,,Kansas,38.0
14994,10/14/2000,42.0,Toledo,7.0,,Marshall,0.0
14995,10/14/2000,3.0,Texas Tech,-20.0,,Nebraska,56.0
14996,10/14/2000,28.0,Middle Tennessee,17.5,,UL-Monroe,0.0
14997,10/14/2000,35.0,Akron,-1.0,,Northern Illinois,52.0
14998,10/14/2000,48.0,Louisiana Tech,7.0,,UL-Lafayette,14.0
14999,10/14/2000,34.0,U-C-F, ,,Eastern Kentucky,3.0
15000,10/14/2000,34.0,Louisiana State,5.5,,Kentucky,0.0
15001,10/14/2000,14.0,Colorado,0.0,,Texas,28.0
15002,10/14/2000,42.0,New Mexico State,7.0,,Tulsa,28.0
15003,10/14/2000,42.0,Idaho,10.0,,Arkansas State,25.0
15004,10/14/2000,30.0,San Jose State,3.5,,UTEP,47.0
15005,10/14/2000,58.0,Fresno State,24.5,,Nevada-Reno,21.0
15006,10/14/2000,53.0,Arizona,12.5,,Washington State,47.0
15007,10/14/2000,30.0,Hawaii,0.0,,S-M-U,15.0
15008,10/19/2000,25.0,Louisville,-1.5,,East Carolina,28.0
15009,10/21/2000,17.0,Temple,-21.5,,Miami-Florida,45.0
15010,10/21/2000,28.0,West Virginia,-3.5,,Notre Dame,42.0
15011,10/21/2000,23.0,Air Force,11.0,,New Mexico,29.0
15012,10/21/2000,21.0,Navy,8.0,,Rutgers,28.0
15013,10/21/2000,21.0,Army,-4.0,,Tulane,17.0
15014,10/21/2000,14.0,Syracuse,-13.5,,Virginia Tech,22.0
15015,10/21/2000,39.0,Penn State,1.5,,Illinois,25.0
15016,10/21/2000,24.0,Wisconsin,-3.0,,Purdue,30.0
15017,10/21/2000,42.0,Pittsburgh,3.5,,Boston College,26.0
15018,10/21/2000,24.0,North Carolina,-18.0,,Clemson,38.0
15019,10/21/2000,45.0,Georgia Tech,29.0,,Duke,10.0
15020,10/21/2000,37.0,Maryland,13.5,,Wake Forest,7.0
15021,10/21/2000,35.0,Buffalo,-10.0,,Ball State,44.0
15022,10/21/2000,52.0,Western Michigan,6.0,,Northern Illinois,22.0
15023,10/21/2000,59.0,Nebraska,48.0,,Baylor,0.0
15024,10/21/2000,23.0,Kansas,-2.0,,Colorado,15.0
15025,10/21/2000,46.0,Texas,21.5,,Missouri,12.0
15026,10/21/2000,52.0,Ohio,22.5,,Central Michigan,3.0
15027,10/21/2000,38.0,Auburn,32.0,,Louisiana Tech,28.0
15028,10/21/2000,51.0,Indiana,-7.0,,Minnesota,43.0
15029,10/21/2000,14.0,Vanderbilt,-6.0,,South Carolina,30.0
15030,10/21/2000,15.0,Brigham Young,13.0,,San Diego State,16.0
15031,10/21/2000,7.0,Iowa State,-3.0,,Texas A+M,30.0
15032,10/21/2000,10.0,Iowa,-18.0,,Ohio State,38.0
15033,10/21/2000,28.0,Kansas State,32.0,,Texas Tech,23.0
15034,10/21/2000,17.0,Utah,1.5,,Colorado State,24.0
15035,10/21/2000,20.0,Tennessee,3.0,,Alabama,10.0
15036,10/21/2000,38.0,Rice,11.0,,Hawaii,13.0
15037,10/21/2000,34.0,Marshall,21.0,,Kent State,12.0
15038,10/21/2000,14.0,Michigan,15.5,,Michigan State,0.0
15039,10/21/2000,14.0,U-A-B,12.5,,Middle Tennessee,9.0
15040,10/21/2000,32.0,Stanford,-6.0,,Southern Cal,30.0
15041,10/21/2000,37.0,Florida State,31.0,,Virginia,3.0
15042,10/21/2000,55.0,U-C-F,30.0,,UL-Monroe,0.0
15043,10/21/2000,30.0,Nevada-Reno,-16.5,,San Jose State,49.0
15044,10/21/2000,20.0,Washington State,-1.5,,Arizona State,23.0
15045,10/21/2000,29.0,Arkansas State,-3.5,,New Mexico State,35.0
15046,10/21/2000,31.0,Utah State,-10.5,,Idaho,14.0
15047,10/21/2000,59.0,Boise State,27.0,,North Texas,0.0
15048,10/21/2000,36.0,Washington,16.5,,California,24.0
15049,10/21/2000,38.0,U.C.L.A.,3.5,,Oregon State,44.0
15050,10/21/2000,35.0,Akron,22.5,,Connecticut,38.0
15051,10/21/2000,20.0,Bowling Green,13.0,,Eastern Michigan,6.0
15052,10/21/2000,30.0,Kentucky,-9.0,,Georgia,34.0
15053,10/21/2000,3.0,Tulsa,-27.0,,Texas Christian,17.0
15054,10/21/2000,42.0,Nevada-Las Vegas,23.0,,Wyoming,23.0
15055,10/21/2000,30.0,Memphis,9.0,,Houston,33.0
15056,10/21/2000,45.0,Louisiana State,-5.0,,Mississippi State,38.0
15057,10/21/2000,23.0,UTEP,2.5,,Fresno State,13.0
15058,10/21/2000,14.0,Oregon,9.0,,Arizona,10.0
15059,10/26/2000,19.0,Brigham Young,17.5,,Wyoming,7.0
15060,10/28/2000,9.0,Duke,-11.5,,Maryland,20.0
15061,10/28/2000,21.0,S-M-U,11.0,,Nevada-Reno,7.0
15062,10/28/2000,42.0,Boston College,22.0,,Rutgers,13.0
15063,10/28/2000,14.0,Navy,-17.5,,Toledo,35.0
15064,10/28/2000,13.0,East Carolina,14.0,,U-A-B,16.0
15065,10/28/2000,14.0,Michigan State,2.5,,Illinois,10.0
15066,10/28/2000,35.0,Minnesota,5.5,,Northwestern,41.0
15067,10/28/2000,7.0,Iowa,-16.0,,Wisconsin,13.0
15068,10/28/2000,14.0,No Carolina State,-19.0,,Florida State,58.0
15069,10/28/2000,28.0,Clemson,12.0,,Georgia Tech,31.0
15070,10/28/2000,17.0,Virginia,4.5,,North Carolina,6.0
15071,10/28/2000,34.0,Central Michigan,-4.5,,Ball State,38.0
15072,10/28/2000,14.0,South Carolina,-1.0,,Tennessee,17.0
15073,10/28/2000,34.0,Notre Dame,13.5,,Air Force,31.0
15074,10/28/2000,48.0,Texas,41.0,,Baylor,14.0
15075,10/28/2000,31.0,Purdue,1.0,,Ohio State,27.0
15076,10/28/2000,13.0,Connecticut, ,,South Florida,21.0
15077,10/28/2000,39.0,Kansas,3.0,,Texas Tech,45.0
15078,10/28/2000,21.0,Auburn,9.5,,Arkansas,19.0
15079,10/28/2000,26.0,Texas A+M,-5.5,,Kansas State,10.0
15080,10/28/2000,45.0,Cincinnati,5.0,,Miami-Ohio,15.0
15081,10/28/2000,39.0,Iowa State,10.0,,Missouri,20.0
15082,10/28/2000,37.0,Colorado,11.5,,Oklahoma State,21.0
15083,10/28/2000,35.0,Louisville,14.0,,Tulane,32.0
15084,10/28/2000,43.0,Mississippi,9.5,,Nevada-Las Vegas,40.0
15085,10/28/2000,0.0,Kent State,-24.0,,Western Michigan,42.0
15086,10/28/2000,73.0,Northern Illinois,33.5,,Buffalo,10.0
15087,10/28/2000,61.0,Mississippi State,27.5,,Middle Tennessee,35.0
15088,10/28/2000,38.0,Alabama,19.0,,U-C-F,40.0
15089,10/28/2000,31.0,Oklahoma,-3.0,,Nebraska,14.0
15090,10/28/2000,10.0,New Mexico,1.5,,Utah,3.0
15091,10/28/2000,37.0,Texas Christian,23.5,,Rice,0.0
15092,10/28/2000,16.0,Southern Cal,7.5,,California,28.0
15093,10/28/2000,23.0,Georgia,-8.5,,Florida,34.0
15094,10/28/2000,37.0,Virginia Tech,16.0,,Pittsburgh,34.0
15095,10/28/2000,3.0,Houston,-16.5,,Southern Miss,6.0
15096,10/28/2000,22.0,San Diego State,-9.0,,Colorado State,34.0
15097,10/28/2000,55.0,Arizona State,-5.5,,Oregon,56.0
15098,10/28/2000,38.0,Oregon State,13.5,,Washington State,9.0
15099,10/28/2000,28.0,Stanford,-7.0,,Washington,31.0
15100,10/28/2000,44.0,Utah State,4.0,,Arkansas State,31.0
15101,10/28/2000,42.0,Miami-Florida,41.5,,Louisiana Tech,31.0
15102,10/28/2000,28.0,Akron,-4.0,,Marshall,31.0
15103,10/28/2000,24.0,Indiana,-1.5,,Penn State,27.0
15104,10/28/2000,24.0,Arizona,5.0,,U.C.L.A.,27.0
15105,10/28/2000,31.0,New Mexico State,-7.5,,Boise State,34.0
15106,10/28/2000,0.0,UL-Lafayette,3.5,,North Texas,13.0
15107,10/28/2000,34.0,Fresno State,18.0,,Tulsa,12.0
15108,10/28/2000,48.0,Hawaii,-8.5,,San Jose State,57.0
15109,11/02/2000,45.0,Colorado State,7.5,,Brigham Young,21.0
15110,11/04/2000,54.0,Northwestern,-7.5,,Michigan,51.0
