,Date,Home Score,Home Team,Line,Line ,Visitor,Visitor Score
14318,10/16/1999,10.0,Colorado State,6.5,,San Diego State,17.0
14319,10/16/1999,24.0,Mississippi,-3.0,,Alabama,30.0
14320,10/16/1999,0.0,U.C.L.A.,13.0,,California,17.0
14321,10/16/1999,14.0,Auburn,-17.0,,Florida,32.0
14322,10/16/1999,52.0,Purdue,-2.0,,Michigan State,28.0
14323,10/16/1999,48.0,Tulane,27.0,,UL-Lafayette,32.0
14324,10/16/1999,21.0,Cincinnati,6.0,,U-A-B,24.0
14325,10/16/1999,17.0,North Texas,-7.0,,Boise State,10.0
14326,10/16/1999,42.0,Louisiana Tech,29.5,,Middle Tennessee,18.0
14327,10/16/1999,24.0,Arkansas State,-8.0,,Idaho,30.0
14328,10/16/1999,21.0,Stanford,8.0,,Oregon State,17.0
14329,10/16/1999,45.0,Western Michigan,33.0,,Buffalo,17.0
14330,10/16/1999,28.0,U-C-F, ,,Nicholls State,0.0
14331,10/16/1999,27.0,Eastern Michigan,1.0,,Ohio,26.0
14332,10/16/1999,7.0,Washington,9.5,,Arizona State,28.0
14333,10/16/1999,31.0,Texas Tech,-6.0,,Colorado,10.0
14334,10/16/1999,31.0,Kentucky,4.0,,Louisiana State,5.0
14335,10/16/1999,48.0,Arkansas,23.0,,South Carolina,14.0
14336,10/16/1999,33.0,Florida State,32.5,,Wake Forest,10.0
14337,10/16/1999,56.0,Texas Christian,17.0,,Tulsa,17.0
14338,10/16/1999,31.0,Memphis,-2.5,,Louisville,32.0
14339,10/16/1999,62.0,Virginia Tech,12.0,,Syracuse,0.0
14340,10/16/1999,20.0,UL-Monroe,-23.5,,Wyoming,38.0
14341,10/16/1999,7.0,New Mexico,-16.5,,Brigham Young,31.0
14342,10/16/1999,34.0,Arizona,23.0,,UTEP,21.0
14343,10/23/1999,29.0,Navy,10.0,,Akron,35.0
14344,10/23/1999,3.0,Buffalo,-44.5,,Marshall,59.0
14345,10/23/1999,28.0,Boston College,-18.0,,Miami-Florida,31.0
14346,10/23/1999,24.0,Duke,1.0,,No Carolina State,31.0
14347,10/23/1999,15.0,Rutgers,-15.0,,Pittsburgh,38.0
14348,10/23/1999,47.0,Wake Forest,6.0,,U-A-B,3.0
14349,10/23/1999,24.0,Texas,-9.0,,Nebraska,20.0
14350,10/23/1999,28.0,Western Michigan,19.5,,Ball State,0.0
14351,10/23/1999,17.0,Ohio,6.0,,Bowling Green,14.0
14352,10/23/1999,13.0,Toledo,10.5,,Eastern Michigan,20.0
14353,10/23/1999,49.0,Georgia,4.0,,Kentucky,34.0
14354,10/23/1999,45.0,Maryland,7.0,,North Carolina,7.0
14355,10/23/1999,35.0,Army,6.5,,New Mexico State,18.0
14356,10/23/1999,20.0,West Virginia,17.0,,Temple,17.0
14357,10/23/1999,50.0,Northern Illinois,14.0,,Kent State,7.0
14358,10/23/1999,12.0,Iowa State,1.5,,Colorado,16.0
14359,10/23/1999,39.0,Louisville,5.0,,Houston,33.0
14360,10/23/1999,21.0,Oklahoma State,-7.5,,Kansas State,44.0
14361,10/23/1999,31.0,Iowa,-2.5,,Indiana,38.0
14362,10/23/1999,17.0,Mississippi State,14.0,,Louisiana State,16.0
14363,10/23/1999,28.0,Southern Miss,17.5,,Cincinnati,20.0
14364,10/23/1999,38.0,Utah,6.5,,San Diego State,16.0
14365,10/23/1999,42.0,Rice,-1.0,,Texas Christian,21.0
14366,10/23/1999,51.0,Oklahoma,-4.0,,Texas A+M,6.0
14367,10/23/1999,13.0,Wyoming,2.0,,Colorado State,24.0
14368,10/23/1999,29.0,Michigan,24.5,,Illinois,35.0
14369,10/23/1999,40.0,Wisconsin,2.0,,Michigan State,10.0
14370,10/23/1999,17.0,Minnesota,2.5,,Ohio State,20.0
14371,10/23/1999,25.0,Purdue,-3.5,,Penn State,31.0
14372,10/23/1999,7.0,Alabama,-3.0,,Tennessee,21.0
14373,10/23/1999,10.0,North Texas,0.0,,Arkansas State,14.0
14374,10/23/1999,21.0,Tulsa,-3.0,,Hawaii,35.0
14375,10/23/1999,52.0,East Carolina,10.0,,Tulane,7.0
14376,10/23/1999,55.0,Oregon State,-1.5,,U.C.L.A.,7.0
14377,10/23/1999,31.0,Idaho,7.0,,Utah State,3.0
14378,10/23/1999,31.0,Southern Cal,7.5,,Stanford,35.0
14379,10/23/1999,7.0,UL-Lafayette,3.0,,UL-Monroe,31.0
14380,10/23/1999,24.0,Fresno State,11.0,,UTEP,23.0
14381,10/23/1999,52.0,Boise State,-2.5,,Nevada-Reno,17.0
14382,10/23/1999,35.0,U-C-F,-6.0,,Louisiana Tech,48.0
14383,10/23/1999,0.0,Nevada-Las Vegas,-17.0,,Brigham Young,29.0
14384,10/23/1999,14.0,Clemson,-16.0,,Florida State,17.0
14385,10/23/1999,21.0,Kansas,-8.0,,Missouri,0.0
14386,10/23/1999,7.0,Baylor,-9.0,,Texas Tech,35.0
14387,10/23/1999,10.0,South Carolina,-5.0,,Vanderbilt,11.0
14388,10/23/1999,33.0,Arizona State,8.0,,Washington State,21.0
14389,10/23/1999,41.0,Arizona,3.0,,Oregon,44.0
14390,10/23/1999,27.0,California,-3.0,,Washington,31.0
14391,10/28/1999,31.0,Colorado State,1.5,,Utah,24.0
14392,10/30/1999,23.0,Syracuse,19.0,,Boston College,24.0
14393,10/30/1999,3.0,Wake Forest,-4.0,,Clemson,12.0
14394,10/30/1999,31.0,Bowling Green,5.5,,Central Michigan,7.0
14395,10/30/1999,48.0,Georgia Tech,18.0,,No Carolina State,21.0
14396,10/30/1999,30.0,Tennessee,33.0,,South Carolina,7.0
14397,10/30/1999,28.0,Miami-Florida,17.0,,West Virginia,20.0
14398,10/30/1999,17.0,Kansas,-31.0,,Nebraska,24.0
14399,10/30/1999,28.0,Minnesota,-2.5,,Purdue,33.0
14400,10/30/1999,34.0,Missouri,1.0,,Texas Tech,7.0
14401,10/30/1999,22.0,Maryland,9.0,,Duke,25.0
14402,10/30/1999,30.0,Florida,14.0,,Georgia,14.0
14403,10/30/1999,17.0,Toledo,-6.0,,Louisiana Tech,34.0
14404,10/30/1999,7.0,Illinois,-16.5,,Penn State,27.0
14405,10/30/1999,56.0,Temple,10.0,,Rutgers,28.0
14406,10/30/1999,38.0,Colorado,-3.5,,Oklahoma,24.0
14407,10/30/1999,3.0,North Carolina, ,,Furman,28.0
14408,10/30/1999,10.0,Akron,0.0,,Western Michigan,24.0
14409,10/30/1999,27.0,Brigham Young,7.5,,Air Force,20.0
14410,10/30/1999,41.0,Kent State,14.5,,Buffalo,20.0
14411,10/30/1999,42.0,Miami-Ohio,4.0,,Cincinnati,52.0
14412,10/30/1999,31.0,Indiana,-17.0,,Michigan,34.0
14413,10/30/1999,10.0,UL-Monroe,6.0,,Middle Tennessee,0.0
14414,10/30/1999,25.0,Ball State,-7.5,,Ohio,37.0
14415,10/30/1999,21.0,Texas A+M,11.0,,Oklahoma State,3.0
14416,10/30/1999,41.0,Iowa State,-10.5,,Texas,44.0
14417,10/30/1999,23.0,Louisville,12.0,,U-A-B,14.0
14418,10/30/1999,48.0,Kansas State,37.5,,Baylor,7.0
14419,10/30/1999,28.0,Notre Dame,27.0,,Navy,24.0
14420,10/30/1999,14.0,Tulsa,-15.0,,Fresno State,28.0
14421,10/30/1999,27.0,S-M-U,-10.5,,Rice,2.0
14422,10/30/1999,35.0,Alabama,1.5,,Southern Miss,14.0
14423,10/30/1999,27.0,Utah State,3.0,,Boise State,33.0
14424,10/30/1999,7.0,U.C.L.A.,-3.5,,Arizona,33.0
14425,10/30/1999,3.0,Houston,-4.5,,East Carolina,19.0
14426,10/30/1999,41.0,Ohio State,22.0,,Iowa,11.0
14427,10/30/1999,17.0,California,-5.5,,Southern Cal,7.0
14428,10/30/1999,35.0,Washington,3.0,,Stanford,30.0
14429,10/30/1999,17.0,Pittsburgh,-22.0,,Virginia Tech,30.0
14430,10/30/1999,19.0,Northwestern,-21.5,,Wisconsin,35.0
14431,10/30/1999,31.0,U-C-F,7.5,,Eastern Michigan,6.0
14432,10/30/1999,41.0,Marshall,26.0,,Northern Illinois,9.0
14433,10/30/1999,13.0,Washington State,-4.0,,Oregon State,27.0
14434,10/30/1999,41.0,Nevada-Reno,11.0,,North Texas,28.0
14435,10/30/1999,31.0,Arkansas State,11.5,,UL-Lafayette,27.0
14436,10/30/1999,7.0,Tulane,1.0,,Memphis,49.0
14437,10/30/1999,20.0,Oregon,7.0,,Arizona State,17.0
14438,10/30/1999,34.0,Arkansas,7.5,,Auburn,10.0
14439,10/30/1999,10.0,Virginia,-13.5,,Florida State,35.0
14440,10/30/1999,42.0,New Mexico State,-5.5,,Idaho,14.0
14441,10/30/1999,23.0,Louisiana State,-4.5,,Mississippi,42.0
14442,10/30/1999,27.0,New Mexico,8.5,,Nevada-Las Vegas,6.0
14443,10/30/1999,42.0,UTEP,6.5,,San Jose State,26.0
14444,10/30/1999,14.0,Hawaii,-5.0,,Texas Christian,34.0
14445,11/04/1999,23.0,Mississippi State,7.0,,Kentucky,22.0
14446,11/06/1999,58.0,Clemson,12.5,,Duke,7.0
14447,11/06/1999,45.0,Virginia,-6.5,,Georgia Tech,38.0
14448,11/06/1999,30.0,No Carolina State,-1.5,,Maryland,17.0
14449,11/06/1999,13.0,Central Michigan,-6.5,,Toledo,32.0
14450,11/06/1999,3.0,North Carolina,-8.5,,Wake Forest,19.0
14451,11/06/1999,45.0,Kansas,14.0,,Baylor,10.0
14452,11/06/1999,23.0,Penn State,14.0,,Minnesota,24.0
14453,11/06/1999,32.0,Miami-Ohio,9.0,,Akron,23.0
14454,11/06/1999,13.0,Florida,29.0,,Vanderbilt,6.0
14455,11/06/1999,13.0,Buffalo, ,,Hofstra,20.0
14456,11/06/1999,37.0,Nebraska,13.5,,Texas A+M,0.0
14457,11/06/1999,38.0,Mississippi,-1.0,,Arkansas,16.0
14458,11/06/1999,28.0,Auburn,10.5,,U-C-F,10.0
14459,11/06/1999,36.0,U-A-B,-12.0,,East Carolina,17.0
14460,11/06/1999,28.0,Texas Tech,2.5,,Iowa State,16.0
14461,11/06/1999,16.0,Kent State,-34.0,,Marshall,28.0
14462,11/06/1999,5.0,Memphis,-6.5,,Southern Miss,20.0
14463,11/06/1999,21.0,Oklahoma State,-8.0,,Texas,34.0
14464,11/06/1999,24.0,Iowa,-6.5,,Illinois,40.0
14465,11/06/1999,20.0,Kansas State,16.0,,Colorado,14.0
14466,11/06/1999,28.0,Air Force,15.0,,Army,0.0
14467,11/06/1999,13.0,Cincinnati,-1.0,,Louisville,23.0
14468,11/06/1999,37.0,Oklahoma,11.5,,Missouri,0.0
14469,11/06/1999,29.0,Utah,8.5,,Wyoming,43.0
14470,11/06/1999,63.0,Boise State,9.5,,Arkansas State,10.0
14471,11/06/1999,22.0,New Mexico,-7.0,,Colorado State,36.0
14472,11/06/1999,33.0,Nevada-Reno,-2.5,,Idaho,42.0
14473,11/06/1999,6.0,Utah State,3.0,,New Mexico State,14.0
14474,11/06/1999,16.0,Southern Cal,6.0,,Arizona State,26.0
14475,11/06/1999,41.0,San Jose State,2.0,,Hawaii,62.0
14476,11/06/1999,23.0,Alabama,18.0,,Louisiana State,17.0
14477,11/06/1999,3.0,Pittsburgh,-8.0,,Miami-Florida,33.0
14478,11/06/1999,7.0,Rutgers,-14.5,,Navy,34.0
14479,11/06/1999,37.0,Michigan,25.0,,Northwestern,3.0
14480,11/06/1999,23.0,Michigan State,5.5,,Ohio State,7.0
14481,11/06/1999,27.0,Syracuse,18.0,,Temple,10.0
14482,11/06/1999,36.0,Houston,12.5,,Tulane,31.0
14483,11/06/1999,20.0,West Virginia,-19.0,,Virginia Tech,22.0
14484,11/06/1999,21.0,Purdue,1.0,,Wisconsin,28.0
14485,11/06/1999,17.0,Oregon State,8.5,,California,7.0
14486,11/06/1999,47.0,Fresno State,2.5,,Rice,18.0
14487,11/06/1999,31.0,Eastern Michigan,11.0,,Ball State,21.0
14488,11/06/1999,58.0,Louisiana Tech,26.0,,UL-Monroe,17.0
14489,11/06/1999,70.0,Middle Tennessee, ,,Tennessee-Martin,14.0
14490,11/06/1999,38.0,Tennessee,9.5,,Notre Dame,14.0
14491,11/06/1999,25.0,Arizona,4.0,,Washington,33.0
14492,11/06/1999,7.0,San Diego State,-6.5,,Brigham Young,30.0
14493,11/06/1999,19.0,UTEP,14.5,,Tulsa,43.0
14494,11/06/1999,52.0,Oregon,15.0,,Washington State,10.0
14495,11/11/1999,10.0,North Carolina,-11.0,,No Carolina State,6.0
14496,11/13/1999,45.0,Georgia Tech,5.0,,Clemson,42.0
14497,11/13/1999,20.0,Ohio State,10.5,,Illinois,46.0
14498,11/13/1999,44.0,Minnesota,14.0,,Indiana,20.0
14499,11/13/1999,41.0,Wisconsin,31.5,,Iowa,3.0
14500,11/13/1999,0.0,Northwestern,-19.0,,Michigan State,34.0
14501,11/13/1999,49.0,Florida State,33.0,,Maryland,10.0
14502,11/13/1999,40.0,Ohio,-5.5,,Miami-Ohio,28.0
14503,11/13/1999,27.0,Penn State,6.0,,Michigan,31.0
14504,11/13/1999,19.0,Alabama,4.5,,Mississippi State,7.0
14505,11/13/1999,24.0,Rutgers,-29.0,,Syracuse,21.0
14506,11/13/1999,45.0,Navy,8.5,,Tulane,21.0
14507,11/13/1999,34.0,Boston College,3.0,,West Virginia,17.0
14508,11/13/1999,14.0,Missouri,-7.0,,Texas A+M,51.0
14509,11/13/1999,48.0,East Carolina,10.0,,Cincinnati,34.0
14510,11/13/1999,41.0,Nebraska,8.5,,Kansas State,15.0
14511,11/13/1999,48.0,Duke,-3.5,,Wake Forest,35.0
14512,11/13/1999,58.0,Texas,15.0,,Texas Tech,7.0
14513,11/13/1999,35.0,Bowling Green,15.5,,Ball State,14.0
14514,11/13/1999,50.0,Virginia,49.0,,Buffalo,21.0
14515,11/13/1999,29.0,Central Michigan,-3.5,,Eastern Michigan,26.0
14516,11/13/1999,3.0,South Carolina,-27.0,,Florida,20.0
14517,11/13/1999,17.0,Western Michigan,-12.0,,Marshall,31.0
14518,11/13/1999,44.0,Toledo,5.5,,Northern Illinois,14.0
14519,11/13/1999,37.0,Akron,16.5,,Kent State,34.0
14520,11/13/1999,14.0,Memphis,12.0,,Army,10.0
14521,11/13/1999,0.0,Baylor,-21.5,,Colorado,37.0
14522,11/13/1999,30.0,Montana, ,,Idaho,33.0
14523,11/13/1999,45.0,Oklahoma State,7.0,,Kansas,13.0
14524,11/13/1999,20.0,U-A-B,-5.5,,Louisiana Tech,41.0
14525,11/13/1999,10.0,Iowa State,-7.0,,Oklahoma,31.0
14526,11/13/1999,28.0,Arkansas,-8.5,,Tennessee,24.0
14527,11/13/1999,35.0,Air Force,25.0,,Nevada-Las Vegas,16.0
14528,11/13/1999,31.0,Wyoming,-7.0,,Brigham Young,17.0
14529,11/13/1999,34.0,Tulsa,8.5,,UL-Monroe,37.0
14530,11/13/1999,58.0,S-M-U, ,,Northridge State,16.0
14531,11/13/1999,48.0,Southern Miss,36.0,,UL-Lafayette,0.0
14532,11/13/1999,29.0,Rice,8.5,,UTEP,30.0
14533,11/13/1999,45.0,Boise State,8.0,,New Mexico State,26.0
14534,11/13/1999,27.0,Texas Christian,22.0,,North Texas,3.0
14535,11/13/1999,21.0,Georgia,10.0,,Auburn,38.0
14536,11/13/1999,37.0,Pittsburgh,-9.0,,Notre Dame,27.0
14537,11/13/1999,19.0,California,-7.0,,Oregon,24.0
14538,11/13/1999,23.0,U.C.L.A.,-7.5,,Washington,20.0
14539,11/13/1999,17.0,Vanderbilt,-3.0,,Kentucky,19.0
14540,11/13/1999,44.0,Arkansas State,-3.0,,Nevada-Reno,28.0
14541,11/13/1999,30.0,Arizona State,3.0,,Stanford,50.0
14542,11/13/1999,14.0,Middle Tennessee,-14.0,,U-C-F,39.0
14543,11/13/1999,52.0,Utah,12.5,,New Mexico,7.0
14544,11/13/1999,28.0,Washington State,-8.0,,Southern Cal,31.0
14545,11/13/1999,43.0,Virginia Tech,9.5,,Miami-Florida,10.0
14546,11/13/1999,7.0,Louisiana State,3.0,,Houston,20.0
14547,11/13/1999,28.0,Oregon State,2.5,,Arizona,20.0
14548,11/13/1999,31.0,Hawaii,-3.5,,Fresno State,24.0
14549,11/18/1999,41.0,Colorado State,2.0,,Air Force,21.0
14550,11/20/1999,26.0,Wake Forest,-10.0,,Georgia Tech,23.0
14551,11/20/1999,23.0,East Carolina,8.5,,No Carolina State,6.0
14552,11/20/1999,24.0,Michigan,12.5,,Ohio State,17.0
14553,11/20/1999,55.0,Miami-Florida,33.0,,Rutgers,0.0
14554,11/20/1999,21.0,Iowa,-20.0,,Minnesota,25.0
14555,11/20/1999,24.0,Indiana,-12.5,,Purdue,30.0
14556,11/20/1999,31.0,Kansas,3.0,,Iowa State,28.0
14557,11/20/1999,35.0,Michigan State,1.5,,Penn State,28.0
14558,11/20/1999,30.0,U-C-F,11.0,,Bowling Green,33.0
14559,11/20/1999,43.0,Miami-Ohio,33.0,,Buffalo,0.0
14560,11/20/1999,21.0,South Carolina,-14.5,,Clemson,31.0
14561,11/20/1999,21.0,Ball State,-2.5,,Central Michigan,27.0
14562,11/20/1999,14.0,Army,-5.0,,Houston,26.0
14563,11/20/1999,30.0,Maryland,-8.5,,Virginia,34.0
14564,11/20/1999,7.0,Temple,-29.0,,Virginia Tech,62.0
14565,11/20/1999,45.0,Toledo,2.5,,Western Michigan,21.0
14566,11/20/1999,38.0,North Carolina,-3.0,,Duke,0.0
14567,11/20/1999,29.0,Illinois,14.0,,Northwestern,7.0
14568,11/20/1999,21.0,Kentucky,-12.5,,Tennessee,56.0
14569,11/20/1999,17.0,Mississippi,5.5,,Georgia,20.0
14570,11/20/1999,14.0,Arkansas,7.0,,Mississippi State,9.0
14571,11/20/1999,38.0,Texas Tech,-13.0,,Oklahoma,28.0
14572,11/20/1999,14.0,Baylor,-20.0,,Oklahoma State,34.0
14573,11/20/1999,17.0,Brigham Young,6.5,,Utah,20.0
14574,11/20/1999,66.0,Kansas State,24.5,,Missouri,0.0
14575,11/20/1999,29.0,Notre Dame,9.5,,Boston College,31.0
14576,11/20/1999,14.0,Tulsa,-4.0,,S-M-U,28.0
14577,11/20/1999,30.0,Northern Illinois,5.0,,Eastern Michigan,23.0
14578,11/20/1999,52.0,Texas Christian,10.5,,UTEP,24.0
14579,11/20/1999,35.0,Nevada-Reno,3.0,,Utah State,37.0
14580,11/20/1999,31.0,Stanford,11.0,,California,13.0
14581,11/20/1999,23.0,Florida,-3.0,,Florida State,30.0
14582,11/20/1999,13.0,Cincinnati,-2.5,,Memphis,21.0
14583,11/20/1999,24.0,Washington,14.0,,Washington State,14.0
14584,11/20/1999,22.0,New Mexico State,12.0,,North Texas,9.0
14585,11/20/1999,7.0,Nevada-Las Vegas,-13.0,,San Diego State,37.0
14586,11/20/1999,27.0,Louisville,-4.5,,Southern Miss,30.0
14587,11/20/1999,14.0,Idaho,2.5,,Boise State,45.0
14588,11/20/1999,37.0,UL-Lafayette, ,,Wofford,34.0
14589,11/20/1999,20.0,Tulane,-2.5,,U-A-B,23.0
14590,11/20/1999,25.0,Oregon,6.0,,Oregon State,14.0
14591,11/20/1999,63.0,Fresno State,16.0,,San Jose State,12.0
14592,11/20/1999,17.0,Southern Cal,7.0,,U.C.L.A.,7.0
14593,11/20/1999,24.0,Middle Tennessee, ,,East Tennessee St,7.0
14594,11/20/1999,42.0,Wyoming,17.0,,New Mexico,28.0
14595,11/20/1999,17.0,Auburn,-4.0,,Alabama,28.0
14596,11/20/1999,48.0,Hawaii,-2.5,,Navy,41.0
14597,11/25/1999,23.0,Mississippi State,4.5,,Mississippi,20.0
14598,11/26/1999,20.0,Texas A+M,-2.5,,Texas,16.0
14599,11/26/1999,34.0,Marshall,25.5,,Ohio,3.0
14600,11/26/1999,35.0,Louisiana State,-11.0,,Arkansas,10.0
14601,11/26/1999,38.0,Virginia Tech,24.0,,Boston College,14.0
14602,11/26/1999,30.0,Colorado,-15.0,,Nebraska,33.0
14603,11/26/1999,21.0,Texas Christian,12.5,,S-M-U,0.0
14604,11/26/1999,45.0,Southern Cal,1.5,,Louisiana Tech,19.0
14605,11/27/1999,52.0,West Virginia,1.5,,Pittsburgh,21.0
14606,11/27/1999,38.0,Tennessee,23.5,,Vanderbilt,10.0
14607,11/27/1999,42.0,Arizona State,-1.5,,Arizona,27.0
14608,11/27/1999,51.0,Georgia Tech,5.0,,Georgia,48.0
14609,11/27/1999,33.0,New Mexico,-11.5,,Air Force,28.0
14610,11/27/1999,44.0,Oklahoma,13.0,,Oklahoma State,7.0
14611,11/27/1999,45.0,Miami-Florida,10.5,,Syracuse,13.0
14612,11/27/1999,7.0,North Texas,-4.5,,Utah State,34.0
14613,11/27/1999,17.0,Nevada-Las Vegas,-22.0,,Colorado State,35.0
14614,11/27/1999,39.0,San Diego State,-1.5,,Wyoming,7.0
14615,11/27/1999,40.0,Stanford,6.0,,Notre Dame,37.0
14616,11/27/1999,14.0,Hawaii,4.5,,Washington State,22.0
14617,12/03/1999,34.0,Marshall,20.5,,Western Michigan,30.0
14618,12/04/1999,9.0,Army,-6.5,,Navy,19.0
14619,12/04/1999,55.0,Miami-Florida,29.0,,Temple,0.0
14620,12/04/1999,22.0,Nebraska,8.0,,Texas,6.0
14621,12/04/1999,7.0,Florida,7.0,,Alabama,34.0
14622,08/26/2000,27.0,Kansas State,29.0,,Iowa,7.0
14623,08/26/2000,29.0,Florida State,25.0,,Brigham Young,3.0
14624,08/26/2000,63.0,Louisiana Tech, ,,Miss Valley State,10.0
14625,08/26/2000,24.0,Texas Tech,15.5,,New Mexico,3.0
14626,08/27/2000,5.0,Penn State,3.5,,Southern Cal,29.0
14627,08/31/2000,61.0,Miami-Florida, ,,McNeese State,14.0
14628,08/31/2000,63.0,Marshall, ,,S E Missouri St,7.0
14629,08/31/2000,16.0,Wake Forest, ,,Appalachian State,20.0
14630,08/31/2000,35.0,Northwestern,7.0,,Northern Illinois,17.0
14631,08/31/2000,19.0,Wisconsin,32.0,,Western Michigan,7.0
14632,08/31/2000,35.0,Auburn,11.0,,Wyoming,21.0
14633,08/31/2000,7.0,North Texas,-5.5,,Baylor,20.0
14634,08/31/2000,7.0,San Diego State,-4.0,,Arizona State,10.0
14635,09/02/2000,52.0,Virginia Tech,31.0,,Akron,23.0
14636,09/02/2000,34.0,West Virginia,1.5,,Boston College,14.0
14637,09/02/2000,47.0,Minnesota,29.5,,UL-Monroe,10.0
14638,09/02/2000,6.0,Penn State,19.0,,Toledo,24.0
14639,09/02/2000,42.0,Michigan,31.0,,Bowling Green,7.0
14640,09/02/2000,43.0,Ohio State,18.0,,Fresno State,10.0
14641,09/02/2000,25.0,Iowa State,13.5,,Ohio,15.0
14642,09/02/2000,49.0,Mississippi,20.0,,Tulane,20.0
14643,09/02/2000,24.0,Notre Dame,2.5,,Texas A+M,10.0
14644,09/02/2000,49.0,Nebraska,49.5,,San Jose State,13.0
14645,09/02/2000,48.0,Purdue,37.0,,Central Michigan,0.0
14646,09/02/2000,55.0,Air Force, ,,Northridge State,6.0
14647,09/02/2000,30.0,Rice,1.0,,Houston,27.0
14648,09/02/2000,35.0,U.C.L.A.,-6.5,,Alabama,24.0
14649,09/02/2000,35.0,Virginia,5.0,,Brigham Young,38.0
14650,09/02/2000,44.0,Washington,23.5,,Idaho,20.0
14651,09/02/2000,30.0,Pittsburgh,27.0,,Kent State,7.0
14652,09/02/2000,3.0,Memphis,-5.5,,Mississippi State,17.0
14653,09/02/2000,35.0,Illinois,35.0,,Middle Tennessee,6.0
14654,09/02/2000,36.0,Oregon,32.5,,Nevada-Reno,7.0
14655,09/02/2000,40.0,Florida,44.5,,Ball State,19.0
14656,09/02/2000,38.0,Clemson, ,,The Citadel,0.0
14657,09/02/2000,24.0,Colorado,4.5,,Colorado State,28.0
14658,09/02/2000,0.0,Duke,-11.0,,East Carolina,38.0
14659,09/02/2000,29.0,Georgia, ,,Georgia Southern,7.0
14660,09/02/2000,30.0,North Carolina,16.0,,Tulsa,9.0
14661,09/02/2000,34.0,Rutgers, ,,Villanova,21.0
14662,09/02/2000,21.0,Oregon State, ,,Eastern Washington,19.0
14663,09/02/2000,38.0,No Carolina State,17.0,,Arkansas State,31.0
14664,09/02/2000,63.0,Syracuse,44.5,,Buffalo,7.0
14665,09/02/2000,21.0,Georgia Tech,15.5,,U-C-F,17.0
14666,09/02/2000,32.0,Eastern Michigan,21.0,,Connecticut,25.0
14667,09/02/2000,31.0,S-M-U,-5.5,,Kansas,17.0
14668,09/02/2000,40.0,Louisville,-6.0,,Kentucky,34.0
14669,09/02/2000,30.0,Vanderbilt,9.0,,Miami-Ohio,33.0
14670,09/02/2000,31.0,South Carolina,8.0,,New Mexico State,0.0
14671,09/02/2000,19.0,Tennessee,11.5,,Southern Miss,16.0
14672,09/02/2000,38.0,Arkansas, ,,Missouri State,0.0
14673,09/02/2000,6.0,Navy,10.5,,Temple,17.0
14674,09/02/2000,38.0,Texas Tech,21.0,,Utah State,16.0
14675,09/02/2000,54.0,Kansas State,28.0,,Louisiana Tech,10.0
14676,09/02/2000,55.0,Oklahoma,26.0,,UTEP,14.0
14677,09/02/2000,50.0,Missouri, ,,Western Illinois,20.0
14678,09/02/2000,14.0,New Mexico,-1.5,,Boise State,31.0
14679,09/02/2000,14.0,UL-Lafayette, ,,Sam Houston State,21.0
14680,09/02/2000,58.0,Louisiana State, ,,Western Carolina,0.0
14681,09/02/2000,3.0,Utah,2.5,,Arizona,17.0
14682,09/02/2000,10.0,Washington State,-3.0,,Stanford,24.0
14683,09/04/2000,23.0,Cincinnati,12.0,,Army,17.0
14684,09/07/2000,20.0,U-A-B, ,,Chattanooga,15.0
14685,09/07/2000,28.0,East Carolina,-5.5,,Virginia Tech,45.0
14686,09/09/2000,17.0,Army,-6.5,,Boston College,55.0
14687,09/09/2000,14.0,Wake Forest,-10.0,,North Carolina,35.0
14688,09/09/2000,67.0,Penn State,15.0,,Louisiana Tech,7.0
14689,09/09/2000,38.0,Indiana,7.5,,No Carolina State,41.0
14690,09/09/2000,38.0,Michigan,27.0,,Rice,7.0
14691,09/09/2000,52.0,Texas,47.0,,UL-Lafayette,10.0
14692,09/09/2000,28.0,Alabama,21.0,,Vanderbilt,10.0
14693,09/09/2000,17.0,Central Michigan,-6.5,,Akron,7.0
14694,09/09/2000,27.0,Mississippi,3.5,,Auburn,35.0
14695,09/09/2000,31.0,Air Force,-2.0,,Brigham Young,23.0
14696,09/09/2000,38.0,Northwestern,13.0,,Duke,5.0
14697,09/09/2000,34.0,Michigan State,8.5,,Marshall,24.0
14698,09/09/2000,17.0,Eastern Michigan,-10.0,,Miami-Ohio,34.0
14699,09/09/2000,14.0,Ball State, ,,Western Illinois,24.0
14700,09/09/2000,27.0,Kentucky, ,,South Florida,9.0
14701,09/09/2000,45.0,Purdue,43.0,,Kent State,10.0
14702,09/09/2000,37.0,Iowa State,13.0,,Nevada-Las Vegas,22.0
14703,09/09/2000,24.0,Notre Dame,-13.5,,Nebraska,27.0
14704,09/09/2000,17.0,Minnesota,20.0,,Ohio,23.0
14705,09/09/2000,34.0,Washington,-1.5,,Miami-Florida,29.0
14706,09/09/2000,62.0,Clemson,17.5,,Missouri,9.0
14707,09/09/2000,27.0,Wisconsin,7.0,,Oregon,23.0
14708,09/09/2000,34.0,Virginia, ,,Richmond,6.0
14709,09/09/2000,12.0,Cincinnati,-7.5,,Syracuse,10.0
14710,09/09/2000,38.0,Idaho, ,,Montana,45.0
14711,09/09/2000,16.0,Bowling Green,-8.0,,Pittsburgh,34.0
14712,09/09/2000,10.0,Nevada-Reno,-22.0,,Texas Christian,41.0
14713,09/09/2000,41.0,Colorado State, ,,East Tennessee St,7.0
