,Date,Visitor,Visitor Score,Home Team,Home Score,Line
12306,10/12/1996,Louisiana State,13.0,Florida,56.0,19.5
12307,10/12/1996,Maryland,7.0,North Carolina,38.0,24.0
12308,10/12/1996,Pittsburgh,7.0,Syracuse,55.0,31.0
12309,10/12/1996,Tennessee,29.0,Georgia,17.0,-13.5
12310,10/12/1996,Purdue,14.0,Penn State,31.0,21.0
12311,10/12/1996,Akron,0.0,Central Michigan,42.0, 
12312,10/12/1996,Illinois,14.0,Michigan State,42.0,9.0
12313,10/12/1996,Kent State,24.0,Bowling Green,31.0, 
12314,10/12/1996,Minnesota,24.0,Northwestern,26.0,10.5
12315,10/12/1996,Ohio,27.0,Ball State,30.0, 
12316,10/12/1996,Temple,0.0,Virginia Tech,38.0,22.0
12317,10/12/1996,Clemson,13.0,Duke,6.0,-11.5
12318,10/12/1996,Marshall,45.0,Virginia Military,20.0, 
12319,10/12/1996,Baylor,0.0,Nebraska,49.0,33.0
12320,10/12/1996,Iowa,31.0,Indiana,10.0,-6.5
12321,10/12/1996,Kansas State,35.0,Missouri,10.0,-17.0
12322,10/12/1996,Navy,20.0,Air Force,17.0,13.0
12323,10/12/1996,Texas Tech,30.0,Kansas,17.0,1.5
12324,10/12/1996,Texas A+M,24.0,Iowa State,21.0,-14.0
12325,10/12/1996,Nevada-Las Vegas,28.0,Brigham Young,63.0,39.0
12326,10/12/1996,Colorado State,14.0,Tulsa,20.0,-1.0
12327,10/12/1996,Washington,20.0,Notre Dame,54.0,10.5
12328,10/12/1996,Boston College,24.0,Cincinnati,17.0,2.5
12329,10/12/1996,Vanderbilt,19.0,North Texas,7.0, 
12330,10/12/1996,Western Michigan,28.0,Wyoming,42.0, 
12331,10/12/1996,Alabama,24.0,No Carolina State,19.0,-12.0
12332,10/12/1996,Florida State,34.0,Miami-Florida,16.0,-5.5
12333,10/12/1996,Oklahoma,30.0,Texas,27.0,22.0
12334,10/12/1996,Wisconsin,14.0,Ohio State,17.0,26.0
12335,10/12/1996,Arkansas State,31.0,UL-Lafayette,42.0, 
12336,10/12/1996,Arizona,7.0,Southern Cal,14.0,8.5
12337,10/12/1996,Arizona State,42.0,U.C.L.A.,34.0,-4.5
12338,10/12/1996,Boise State,28.0,Nevada-Reno,66.0, 
12339,10/12/1996,Samford,6.0,U-C-F,38.0, 
12340,10/12/1996,Washington State,24.0,Oregon State,3.0,-10.5
12341,10/12/1996,Oregon,24.0,Stanford,27.0,4.0
12342,10/12/1996,Miami-Ohio,35.0,Eastern Michigan,25.0, 
12343,10/12/1996,Auburn,49.0,Mississippi State,15.0,-11.0
12344,10/12/1996,Louisiana Tech,21.0,Arkansas,38.0, 
12345,10/12/1996,South Carolina,25.0,Kentucky,14.0,-7.0
12346,10/12/1996,Louisville,23.0,Tulane,20.0,-5.0
12347,10/12/1996,UTEP,0.0,Texas Christian,18.0,7.5
12348,10/12/1996,Memphis,20.0,Houston,37.0,4.0
12349,10/12/1996,Utah State,53.0,New Mexico State,21.0, 
12350,10/12/1996,Oklahoma State,13.0,Colorado,35.0,32.0
12351,10/12/1996,San Jose State,18.0,Fresno State,28.0,21.0
12352,10/19/1996,Rutgers,13.0,Boston College,37.0,13.0
12353,10/19/1996,West Virginia,30.0,Temple,10.0,-21.0
12354,10/19/1996,Arkansas,17.0,South Carolina,23.0,5.0
12355,10/19/1996,Auburn,10.0,Florida,51.0,21.5
12356,10/19/1996,Ball State,16.0,Bowling Green,11.0, 
12357,10/19/1996,Eastern Michigan,36.0,Central Michigan,41.0, 
12358,10/19/1996,Georgia Tech,25.0,Clemson,28.0,-4.5
12359,10/19/1996,Houston,20.0,Cincinnati,31.0,1.0
12360,10/19/1996,Indiana,20.0,Michigan,27.0,21.5
12361,10/19/1996,Iowa,21.0,Penn State,20.0,11.0
12362,10/19/1996,No Carolina State,14.0,Virginia,62.0,18.0
12363,10/19/1996,Ohio,24.0,Kent State,15.0, 
12364,10/19/1996,Vanderbilt,2.0,Georgia,13.0,15.5
12365,10/19/1996,Air Force,20.0,Notre Dame,17.0,20.5
12366,10/19/1996,Tulane,10.0,Army,34.0,6.5
12367,10/19/1996,Colorado,20.0,Kansas,7.0,-7.0
12368,10/19/1996,Kansas State,23.0,Texas A+M,20.0,1.0
12369,10/19/1996,Nebraska,24.0,Texas Tech,10.0,-21.0
12370,10/19/1996,San Jose State,13.0,Colorado State,36.0,19.0
12371,10/19/1996,UL-Lafayette,29.0,U-A-B,39.0, 
12372,10/19/1996,Texas Christian,7.0,Utah,21.0,17.5
12373,10/19/1996,Wake Forest,0.0,Maryland,52.0,8.0
12374,10/19/1996,Brigham Young,55.0,Tulsa,30.0,-9.0
12375,10/19/1996,Fresno State,21.0,Wyoming,42.0,14.0
12376,10/19/1996,Iowa State,27.0,Oklahoma State,28.0,0.0
12377,10/19/1996,Northern Illinois,3.0,Louisville,27.0, 
12378,10/19/1996,New Mexico State,0.0,North Texas,13.0, 
12379,10/19/1996,S E Missouri St,9.0,Arkansas State,38.0, 
12380,10/19/1996,S-M-U,17.0,Rice,35.0,1.5
12381,10/19/1996,Memphis,0.0,Southern Miss,16.0,14.5
12382,10/19/1996,Ohio State,42.0,Purdue,14.0,-25.0
12383,10/19/1996,U.C.L.A.,21.0,Washington,41.0,6.5
12384,10/19/1996,Michigan State,27.0,Minnesota,9.0,-3.0
12385,10/19/1996,Miami-Ohio,7.0,Akron,10.0, 
12386,10/19/1996,UL-Monroe,39.0,U-C-F,38.0, 
12387,10/19/1996,Stanford,12.0,Oregon State,26.0,-9.0
12388,10/19/1996,Toledo,20.0,Louisiana Tech,61.0, 
12389,10/19/1996,Northwestern,34.0,Wisconsin,30.0,4.0
12390,10/19/1996,California,18.0,Washington State,21.0,3.5
12391,10/19/1996,Nevada-Reno,15.0,Idaho,24.0, 
12392,10/19/1996,East Carolina,31.0,Miami-Florida,6.0,16.0
12393,10/19/1996,Mississippi,0.0,Alabama,37.0,14.0
12394,10/19/1996,Oklahoma,28.0,Baylor,24.0,9.5
12395,10/19/1996,Western Carolina,21.0,Marshall,56.0, 
12396,10/19/1996,Kentucky,14.0,Louisiana State,41.0,27.0
12397,10/19/1996,San Diego State,48.0,New Mexico,42.0,-6.5
12398,10/19/1996,Utah State,39.0,Boise State,14.0, 
12399,10/19/1996,Southern Cal,35.0,Arizona State,48.0,6.0
12400,10/19/1996,Nevada-Las Vegas,28.0,Hawaii,38.0,10.0
12401,10/26/1996,Pittsburgh,17.0,Virginia Tech,34.0,31.0
12402,10/26/1996,Syracuse,45.0,Boston College,17.0,-11.0
12403,10/26/1996,Alabama,13.0,Tennessee,20.0,14.0
12404,10/26/1996,Army,27.0,Miami-Ohio,7.0, 
12405,10/26/1996,Ball State,24.0,Central Michigan,17.0, 
12406,10/26/1996,U-C-F,20.0,Georgia Tech,27.0, 
12407,10/26/1996,Illinois,24.0,Northwestern,27.0,13.5
12408,10/26/1996,Marshall,24.0,Appalachian State,10.0, 
12409,10/26/1996,Navy,47.0,Wake Forest,18.0,-12.0
12410,10/26/1996,Temple,17.0,Rutgers,28.0,1.0
12411,10/26/1996,Wisconsin,13.0,Michigan State,30.0,3.0
12412,10/26/1996,Maryland,22.0,Duke,19.0,-7.5
12413,10/26/1996,Bowling Green,0.0,Ohio,38.0, 
12414,10/26/1996,Hawaii,7.0,Air Force,34.0,30.0
12415,10/26/1996,Iowa State,21.0,Baylor,49.0,7.5
12416,10/26/1996,Kansas,7.0,Nebraska,63.0,32.5
12417,10/26/1996,Oklahoma State,28.0,Missouri,35.0,3.5
12418,10/26/1996,Penn State,48.0,Indiana,26.0,-15.0
12419,10/26/1996,South Carolina,27.0,Vanderbilt,0.0,-4.0
12420,10/26/1996,Texas Tech,13.0,Texas A+M,10.0,1.0
12421,10/26/1996,Tulsa,19.0,Utah,45.0,12.5
12422,10/26/1996,Western Michigan,7.0,Toledo,10.0, 
12423,10/26/1996,Ohio State,38.0,Iowa,26.0,-14.5
12424,10/26/1996,Oklahoma,35.0,Kansas State,42.0,18.0
12425,10/26/1996,Brigham Young,45.0,Texas Christian,21.0,-15.5
12426,10/26/1996,Cincinnati,10.0,Louisville,7.0,7.5
12427,10/26/1996,Arizona State,41.0,Stanford,9.0,-14.5
12428,10/26/1996,Nevada-Reno,40.0,North Texas,13.0, 
12429,10/26/1996,San Diego State,18.0,Colorado State,27.0,-5.0
12430,10/26/1996,Texas,24.0,Colorado,28.0,11.0
12431,10/26/1996,Virginia,24.0,Florida State,31.0,16.0
12432,10/26/1996,Akron,34.0,Northern Illinois,17.0, 
12433,10/26/1996,Fresno State,34.0,Nevada-Las Vegas,23.0,-16.5
12434,10/26/1996,Idaho,28.0,Utah State,35.0, 
12435,10/26/1996,Kent State,10.0,Eastern Michigan,51.0, 
12436,10/26/1996,Washington,33.0,Oregon,14.0,-6.0
12437,10/26/1996,Southern Cal,29.0,Washington State,24.0,-4.0
12438,10/26/1996,North Carolina,42.0,Houston,14.0,-21.5
12439,10/26/1996,U.C.L.A.,38.0,California,29.0,2.5
12440,10/26/1996,Arkansas State,21.0,Mississippi,38.0, 
12441,10/26/1996,Georgia,17.0,Kentucky,24.0,-16.0
12442,10/26/1996,Memphis,9.0,UL-Lafayette,13.0, 
12443,10/26/1996,Miami-Florida,10.0,West Virginia,7.0,2.0
12444,10/26/1996,Michigan,44.0,Minnesota,10.0,-14.0
12445,10/26/1996,U-A-B,31.0,Louisiana Tech,35.0, 
12446,10/26/1996,Mississippi State,20.0,Louisiana State,28.0,19.5
12447,10/26/1996,New Mexico,31.0,S-M-U,52.0,-3.0
12448,10/26/1996,Southern Miss,31.0,Tulane,28.0,-10.0
12449,10/26/1996,Southern Utah,21.0,New Mexico State,52.0, 
12450,10/26/1996,Rice,48.0,UTEP,21.0,-4.0
12451,10/26/1996,Oregon State,7.0,Arizona,33.0,18.5
12452,10/31/1996,Boston College,13.0,Pittsburgh,20.0,-11.0
12453,11/02/1996,No Carolina State,20.0,North Carolina,52.0,26.0
12454,11/02/1996,Colorado State,42.0,Air Force,41.0,11.0
12455,11/02/1996,Miami-Florida,57.0,Temple,26.0,-24.5
12456,11/02/1996,Syracuse,30.0,West Virginia,7.0,-4.0
12457,11/02/1996,The Citadel,25.0,Marshall,56.0, 
12458,11/02/1996,Central Michigan,52.0,Kent State,51.0, 
12459,11/02/1996,Florida,47.0,Georgia,7.0,-34.0
12460,11/02/1996,Michigan State,29.0,Michigan,45.0,8.5
12461,11/02/1996,Maryland,3.0,Clemson,35.0,6.0
12462,11/02/1996,Miami-Ohio,27.0,Toledo,7.0, 
12463,11/02/1996,Northwestern,9.0,Penn State,34.0,10.0
12464,11/02/1996,Ohio,38.0,Western Michigan,0.0, 
12465,11/02/1996,UL-Lafayette,16.0,Virginia Tech,47.0, 
12466,11/02/1996,Tennessee,31.0,South Carolina,14.0,-17.0
12467,11/02/1996,Virginia,27.0,Duke,3.0,-25.5
12468,11/02/1996,Minnesota,0.0,Ohio State,45.0,35.0
12469,11/02/1996,UL-Monroe,0.0,Mississippi State,59.0,20.0
12470,11/02/1996,Arkansas State,16.0,East Carolina,34.0, 
12471,11/02/1996,Arkansas,7.0,Auburn,28.0,16.0
12472,11/02/1996,Colorado,41.0,Missouri,13.0,-22.0
12473,11/02/1996,Iowa,31.0,Illinois,21.0,-10.0
12474,11/02/1996,Kansas,34.0,Iowa State,31.0,-7.5
12475,11/02/1996,Louisiana Tech,40.0,Northern Illinois,14.0, 
12476,11/02/1996,Nebraska,73.0,Oklahoma,21.0,-35.5
12477,11/02/1996,North Texas,13.0,Utah State,21.0, 
12478,11/02/1996,Purdue,25.0,Wisconsin,33.0,11.5
12479,11/02/1996,U-A-B,15.0,Vanderbilt,31.0, 
12480,11/02/1996,UTEP,18.0,Brigham Young,40.0,30.0
12481,11/02/1996,New Mexico,34.0,Tulsa,23.0,1.0
12482,11/02/1996,Cincinnati,17.0,Southern Miss,21.0,11.0
12483,11/02/1996,Memphis,10.0,Louisville,13.0,10.0
12484,11/02/1996,S-M-U,17.0,Wyoming,59.0,14.5
12485,11/02/1996,Texas A+M,38.0,Oklahoma State,19.0,-13.0
12486,11/02/1996,Nevada-Las Vegas,34.0,Texas Christian,42.0,20.5
12487,11/02/1996,Utah,10.0,Rice,51.0,-5.0
12488,11/02/1996,Arizona,55.0,California,56.0,-1.0
12489,11/02/1996,Baylor,23.0,Texas,28.0,11.0
12490,11/02/1996,New Mexico State,14.0,Nevada-Reno,63.0, 
12491,11/02/1996,Washington,21.0,Southern Cal,10.0,3.0
12492,11/02/1996,Arizona State,29.0,Oregon State,14.0,-23.0
12493,11/02/1996,Ball State,39.0,Eastern Michigan,25.0, 
12494,11/02/1996,Bowling Green,14.0,Akron,21.0, 
12495,11/02/1996,Illinois State,15.0,U-C-F,42.0, 
12496,11/02/1996,San Diego State,49.0,San Jose State,20.0,-20.5
12497,11/02/1996,Eastern Washington,27.0,Idaho,37.0, 
12498,11/02/1996,Stanford,21.0,U.C.L.A.,20.0,13.0
12499,11/02/1996,Navy,27.0,Notre Dame,54.0,17.0
12500,11/02/1996,Florida State,49.0,Georgia Tech,3.0,-19.0
12501,11/02/1996,Lafayette,21.0,Army,41.0, 
12502,11/02/1996,Boise State,7.0,Fresno State,41.0, 
12503,11/02/1996,Houston,20.0,Tulane,17.0,1.5
12504,11/07/1996,Wyoming,24.0,San Diego State,28.0,3.0
12505,11/09/1996,West Virginia,55.0,Rutgers,14.0,-18.0
12506,11/09/1996,Ohio,8.0,Miami-Ohio,24.0, 
12507,11/09/1996,Clemson,24.0,Virginia,16.0,17.0
12508,11/09/1996,Duke,22.0,No Carolina State,44.0,10.0
12509,11/09/1996,East Carolina,14.0,Virginia Tech,35.0,7.5
12510,11/09/1996,Florida State,41.0,Wake Forest,7.0,-47.0
12511,11/09/1996,Kent State,6.0,Ball State,50.0, 
12512,11/09/1996,Michigan,3.0,Purdue,9.0,-14.0
12513,11/09/1996,Tennessee,17.0,Memphis,21.0,-26.0
12514,11/09/1996,Western Michigan,16.0,Bowling Green,13.0, 
12515,11/09/1996,Air Force,7.0,Army,23.0,-3.0
12516,11/09/1996,Delaware,14.0,Navy,30.0, 
12517,11/09/1996,Louisville,10.0,North Carolina,28.0,22.0
12518,11/09/1996,Mississippi State,21.0,Kentucky,24.0,-6.0
12519,11/09/1996,U-C-F,35.0,U-A-B,13.0, 
12520,11/09/1996,Florida,28.0,Vanderbilt,21.0,-43.0
12521,11/09/1996,Indiana,15.0,Michigan State,38.0,15.0
12522,11/09/1996,Kansas State,38.0,Kansas,12.0,-7.5
12523,11/09/1996,Marshall,34.0,East Tennessee St,10.0, 
12524,11/09/1996,Mississippi,7.0,Arkansas,13.0,4.0
12525,11/09/1996,Missouri,7.0,Nebraska,52.0,48.0
12526,11/09/1996,UL-Monroe,24.0,Auburn,28.0,41.0
12527,11/09/1996,Nevada-Reno,54.0,Utah State,27.0, 
12528,11/09/1996,Ohio State,48.0,Illinois,0.0,-29.0
12529,11/09/1996,Rice,0.0,Brigham Young,49.0,12.5
12530,11/09/1996,Texas,38.0,Texas Tech,32.0,6.5
12531,11/09/1996,Texas A+M,24.0,Baylor,7.0,-5.0
12532,11/09/1996,Northwestern,40.0,Iowa,13.0,6.0
12533,11/09/1996,Texas Christian,31.0,Tulsa,24.0,5.0
12534,11/09/1996,Louisiana Tech,38.0,Arkansas State,55.0, 
12535,11/09/1996,Minnesota,28.0,Wisconsin,45.0,13.5
12536,11/09/1996,North Texas,30.0,Boise State,27.0, 
12537,11/09/1996,Oklahoma,27.0,Oklahoma State,17.0,-2.5
12538,11/09/1996,Utah,31.0,New Mexico,24.0,-2.0
12539,11/09/1996,Iowa State,42.0,Colorado,49.0,27.5
12540,11/09/1996,Notre Dame,48.0,Boston College,21.0,-23.0
12541,11/09/1996,Oregon State,3.0,Washington,42.0,23.0
12542,11/09/1996,Southern Cal,20.0,Stanford,24.0,-7.0
12543,11/09/1996,Akron,17.0,Eastern Michigan,20.0, 
12544,11/09/1996,Arizona,31.0,Oregon,49.0,-3.0
12545,11/09/1996,Central Michigan,20.0,Toledo,23.0, 
12546,11/09/1996,New Mexico State,19.0,Idaho,34.0, 
12547,11/09/1996,Northern Illinois,31.0,UL-Lafayette,45.0, 
12548,11/09/1996,Alabama,26.0,Louisiana State,0.0,3.5
12549,11/09/1996,Colorado State,42.0,Fresno State,20.0,-4.0
12550,11/09/1996,Southern Miss,49.0,Houston,56.0,-7.0
12551,11/09/1996,Syracuse,31.0,Tulane,7.0,-23.0
12552,11/09/1996,S-M-U,30.0,UTEP,0.0,-7.0
12553,11/09/1996,California,7.0,Arizona State,35.0,15.0
12554,11/09/1996,San Jose State,38.0,Hawaii,17.0,4.0
12555,11/09/1996,Washington State,14.0,U.C.L.A.,38.0,4.0
12556,11/14/1996,Georgia Tech,10.0,Maryland,13.0,-5.0
12557,11/16/1996,Temple,20.0,Boston College,21.0,10.5
12558,11/16/1996,Duke,16.0,Wake Forest,17.0,-1.0
12559,11/16/1996,Furman,17.0,Marshall,42.0, 
12560,11/16/1996,Kent State,27.0,Western Michigan,76.0, 
12561,11/16/1996,North Carolina,17.0,Virginia,20.0,-3.0
12562,11/16/1996,No Carolina State,17.0,Clemson,40.0,9.5
12563,11/16/1996,Ohio State,27.0,Indiana,17.0,-35.0
12564,11/16/1996,Penn State,29.0,Michigan,17.0,1.5
12565,11/16/1996,South Carolina,25.0,Florida,52.0,37.0
12566,11/16/1996,Toledo,14.0,Ball State,24.0, 
12567,11/16/1996,Army,17.0,Syracuse,42.0,18.5
12568,11/16/1996,Pittsburgh,6.0,Notre Dame,60.0,37.0
12569,11/16/1996,Tulane,21.0,Navy,35.0,11.5
12570,11/16/1996,Vanderbilt,0.0,Kentucky,25.0,2.0
12571,11/16/1996,Cincinnati,34.0,U-A-B,14.0, 
12572,11/16/1996,Georgia,56.0,Auburn,49.0,9.5
12573,11/16/1996,Kansas State,0.0,Colorado,12.0,4.5
12574,11/16/1996,Missouri,49.0,Baylor,42.0,10.0
12575,11/16/1996,Nebraska,49.0,Iowa State,14.0,-40.5
12576,11/16/1996,Ohio,45.0,East Carolina,55.0, 
12577,11/16/1996,Oklahoma,16.0,Texas A+M,33.0,14.0
12578,11/16/1996,Purdue,24.0,Northwestern,27.0,10.0
12579,11/16/1996,Southern Miss,14.0,Florida State,54.0,28.0
12580,11/16/1996,UL-Lafayette,21.0,Texas Tech,56.0, 
12581,11/16/1996,Texas,38.0,Kansas,17.0,-6.0
12582,11/16/1996,Wyoming,25.0,Colorado State,24.0,-1.5
12583,11/16/1996,Wisconsin,0.0,Iowa,31.0,2.5
12584,11/16/1996,Alabama,16.0,Mississippi State,17.0,-12.0
12585,11/16/1996,Idaho,17.0,North Texas,24.0, 
12586,11/16/1996,Louisiana State,39.0,Mississippi,7.0, 
12587,11/16/1996,Rice,30.0,Texas Christian,17.0,-3.0
12588,11/16/1996,Arkansas State,14.0,Nevada-Reno,66.0, 
12589,11/16/1996,Boise State,33.0,New Mexico State,32.0, 
12590,11/16/1996,San Jose State,10.0,Washington,53.0,37.0
12591,11/16/1996,Virginia Tech,21.0,Miami-Florida,7.0,7.0
12592,11/16/1996,Washington State,17.0,Stanford,33.0,1.0
12593,11/16/1996,Air Force,44.0,Fresno State,38.0,-9.5
12594,11/16/1996,Arkansas,14.0,Tennessee,55.0,24.5
12595,11/16/1996,Bowling Green,19.0,U-C-F,27.0, 
12596,11/16/1996,California,23.0,Oregon,40.0,2.0
12597,11/16/1996,Northern Illinois,28.0,Oregon State,67.0, 
12598,11/16/1996,San Diego State,42.0,Nevada-Las Vegas,44.0,-27.0
12599,11/16/1996,Louisville,7.0,Houston,38.0,-1.0
12600,11/16/1996,Illinois,21.0,Minnesota,23.0,3.0
12601,11/16/1996,Jacksonville St,28.0,UL-Monroe,31.0, 
12602,11/16/1996,Tulsa,38.0,UTEP,21.0,-7.0
12603,11/16/1996,U.C.L.A.,17.0,Arizona,35.0,1.0
12604,11/16/1996,Brigham Young,45.0,Hawaii,14.0,-30.0
12605,11/21/1996,Texas Christian,24.0,S-M-U,27.0,7.0
12606,11/23/1996,Boston College,26.0,Miami-Florida,43.0,21.5
12607,11/23/1996,Michigan,13.0,Ohio State,9.0,17.0
12608,11/23/1996,Syracuse,36.0,Temple,15.0,-31.0
12609,11/23/1996,Rutgers,0.0,Notre Dame,62.0,41.0
12610,11/23/1996,East Carolina,20.0,Memphis,10.0,-7.0
12611,11/23/1996,Indiana,33.0,Purdue,16.0,7.5
12612,11/23/1996,Michigan State,29.0,Penn State,32.0,9.0
12613,11/23/1996,Mississippi,31.0,Georgia,27.0,13.5
12614,11/23/1996,Navy,36.0,Georgia Tech,26.0,4.0
12615,11/23/1996,North Carolina,27.0,Duke,10.0,-31.0
12616,11/23/1996,UL-Monroe,13.0,Cincinnati,35.0,20.0
12617,11/23/1996,South Carolina,34.0,Clemson,31.0,6.0
12618,11/23/1996,Toledo,24.0,Ohio,23.0, 
12619,11/23/1996,Wake Forest,22.0,No Carolina State,37.0,14.0
12620,11/23/1996,West Virginia,14.0,Virginia Tech,31.0,5.0
12621,11/23/1996,Brigham Young,37.0,Utah,17.0,-6.0
12622,11/23/1996,Iowa State,20.0,Kansas State,35.0,20.5
12623,11/23/1996,Kansas,25.0,Missouri,42.0,-3.5
12624,11/23/1996,Texas Tech,22.0,Oklahoma,12.0,-11.5
12625,11/23/1996,Wisconsin,35.0,Illinois,15.0,-7.0
12626,11/23/1996,Arkansas,16.0,Mississippi State,13.0,6.0
12627,11/23/1996,Baylor,17.0,Oklahoma State,37.0,-3.0
12628,11/23/1996,Idaho,64.0,Boise State,19.0, 
12629,11/23/1996,Tulsa,14.0,Rice,42.0,10.0
12630,11/23/1996,UTEP,17.0,New Mexico,44.0,20.0
12631,11/23/1996,Kentucky,10.0,Tennessee,56.0,27.0
12632,11/23/1996,Maryland,10.0,Florida State,48.0,34.0
12633,11/23/1996,Southern Cal,41.0,U.C.L.A.,48.0,-3.0
12634,11/23/1996,Stanford,42.0,California,21.0,2.5
12635,11/23/1996,Oregon,49.0,Oregon State,13.0,-9.0
12636,11/23/1996,Nevada-Las Vegas,28.0,San Jose State,31.0,7.0
12637,11/23/1996,Washington,31.0,Washington State,24.0,-11.0
12638,11/23/1996,Iowa,43.0,Minnesota,24.0,-11.0
12639,11/23/1996,Auburn,23.0,Alabama,24.0,6.0
12640,11/23/1996,Tulane,17.0,Louisiana State,35.0,24.0
12641,11/23/1996,Fresno State,21.0,San Diego State,31.0,14.0
12642,11/23/1996,Arizona State,56.0,Arizona,14.0,-7.0
12643,11/28/1996,Air Force,23.0,San Diego State,28.0,2.0
12644,11/29/1996,Texas A+M,16.0,Texas,51.0,4.0
12645,11/29/1996,Colorado,12.0,Nebraska,17.0,18.0
12646,11/29/1996,Louisiana State,17.0,Arkansas,7.0,-11.0
12647,11/29/1996,Virginia,9.0,Virginia Tech,26.0,2.0
12648,11/30/1996,Florida,21.0,Florida State,24.0,-4.0
12649,11/30/1996,Rutgers,9.0,Pittsburgh,24.0,7.0
12650,11/30/1996,Tennessee,14.0,Vanderbilt,7.0,-25.0
12651,11/30/1996,East Carolina,50.0,No Carolina State,29.0,-9.0
12652,11/30/1996,Georgia Tech,10.0,Georgia,19.0,4.0
12653,11/30/1996,Miami-Florida,38.0,Syracuse,31.0,8.0
12654,11/30/1996,Mississippi State,19.0,Mississippi,0.0,-2.0
12655,11/30/1996,Notre Dame,20.0,Southern Cal,27.0,-3.0
12656,11/30/1996,Wisconsin,59.0,Hawaii,10.0,-27.5
12657,12/07/1996,Army,28.0,Navy,24.0,2.0
12658,12/07/1996,Texas,37.0,Nebraska,27.0,20.0
12659,12/07/1996,Wyoming,25.0,Brigham Young,28.0,9.0
12660,12/07/1996,Alabama,30.0,Florida,45.0,15.0
12661,08/23/1997,Oklahoma,0.0,Northwestern,24.0,5.0
12662,08/24/1997,Syracuse,34.0,Wisconsin,0.0,-8.0
12663,08/28/1997,Tulsa,24.0,Cincinnati,34.0,8.5
12664,08/28/1997,Kent State,7.0,Ohio,31.0, 
12665,08/28/1997,Northern Illinois,10.0,Central Michigan,44.0, 
12666,08/28/1997,Temple,14.0,Western Michigan,34.0, 
12667,08/28/1997,Wyoming,10.0,Ohio State,24.0,28.0
12668,08/28/1997,U-A-B,0.0,Kansas,24.0, 
12669,08/30/1997,No Carolina State,32.0,Syracuse,31.0,24.0
12670,08/30/1997,Marshall,31.0,West Virginia,42.0, 
12671,08/30/1997,Virginia Tech,59.0,Rutgers,19.0,-21.0
12672,08/30/1997,Arkansas State,7.0,Georgia,38.0, 
12673,08/30/1997,Akron,14.0,Nebraska,59.0, 
12674,08/30/1997,Louisville,24.0,Kentucky,38.0,-3.0
12675,08/30/1997,Ball State,10.0,Miami-Ohio,27.0, 
12676,08/30/1997,Houston,17.0,Alabama,42.0,16.5
12677,08/30/1997,Idaho,10.0,Air Force,14.0, 
12678,08/30/1997,Miami-Florida,45.0,Baylor,14.0,-14.0
12679,08/30/1997,UL-Lafayette,13.0,Pittsburgh,45.0, 
12680,08/30/1997,U.C.L.A.,34.0,Washington State,37.0,0.0
12681,08/30/1997,Nevada-Reno,13.0,Colorado State,45.0, 
12682,08/30/1997,Southern Miss,6.0,Florida,21.0,27.0
12683,08/30/1997,Oklahoma State,21.0,Iowa State,14.0,3.0
12684,08/30/1997,U-C-F,23.0,Mississippi,24.0, 
12685,08/30/1997,Memphis,10.0,Mississippi State,13.0,10.0
12686,08/30/1997,Texas Tech,17.0,Tennessee,52.0,21.5
12687,08/30/1997,Nicholls State,0.0,UL-Monroe,28.0, 
12688,08/30/1997,Bowling Green,23.0,Louisiana Tech,30.0, 
12689,08/30/1997,North Texas,12.0,Vanderbilt,29.0, 
12690,08/30/1997,Northern Arizona,10.0,New Mexico,33.0, 
12691,08/30/1997,Portland State,7.0,Fresno State,35.0, 
12692,08/30/1997,Utah State,21.0,Utah,14.0, 
12693,08/30/1997,Minnesota,3.0,Hawaii,17.0,-13.5
12694,08/30/1997,Northridge State,63.0,Boise State,23.0, 
12695,08/30/1997,New Mexico State,10.0,Arizona State,41.0, 
12696,09/04/1997,Auburn,28.0,Virginia,17.0,-2.0
12697,09/04/1997,Arizona,9.0,Oregon,16.0,-3.0
12698,09/05/1997,Navy,31.0,San Diego State,45.0,4.5
12699,09/06/1997,Boston College,21.0,Temple,28.0,-12.0
12700,09/06/1997,Indiana,6.0,North Carolina,23.0,27.0
12701,09/06/1997,East Carolina,17.0,West Virginia,24.0,7.0
12702,09/06/1997,Kentucky,27.0,Mississippi State,35.0,2.5
12703,09/06/1997,Appalachian State,12.0,Clemson,23.0, 
12704,09/06/1997,Western Michigan,10.0,Michigan State,42.0, 
12705,09/06/1997,Marshall,35.0,Army,25.0, 
12706,09/06/1997,Colorado State,21.0,Colorado,31.0,14.5
12707,09/06/1997,James Madison,6.0,Ball State,24.0, 
12708,09/06/1997,Boise State,24.0,Wisconsin,28.0, 
12709,09/06/1997,Northern Iowa,0.0,Iowa,66.0, 
12710,09/06/1997,Texas Christian,10.0,Kansas,17.0,10.0
12711,09/06/1997,Georgia Tech,13.0,Notre Dame,17.0,20.0
12712,09/06/1997,Utah,27.0,Louisville,21.0,4.0
12713,09/06/1997,California,35.0,Houston,3.0,1.5
12714,09/06/1997,Miami-Ohio,21.0,Bowling Green,28.0, 
12715,09/06/1997,Northwestern,20.0,Wake Forest,27.0,-14.0
12716,09/06/1997,Pittsburgh,17.0,Penn State,34.0,32.0
12717,09/06/1997,San Jose State,12.0,Stanford,28.0,30.0
12718,09/06/1997,Syracuse,34.0,Oklahoma,36.0,-10.5
12719,09/06/1997,Tennessee,30.0,U.C.L.A.,24.0,-15.0
